ingredient_item_text,ingredient_positions,atc_code,atc_display,ingredient_coding_code_cas,ingredient_coding_display_cas,ingredient_coding_code_ask,found_ask_id,found_cas_code,found_cas_display,cas_quelle,action,comment,dirty_type,corrected_ingredient_text,corrected_ingredient_positions,additional_ask_id,additional_cas_code,additional_cas_display
Methylthioninium chlorid,1,V04CX00,,,,,197,61-73-4,Methylthioniniumchlorid,BfArM BEZVO ASK #00197,add_name_mapping,,,,,,,
Metoclopramid hydrochlorid-1-Wasser,1,A03FA01,Metoclopramid,,,,10700,54143-57-6,Metoclopramidhydrochlorid-Monohydrat,BfArM BEZVO ASK #10700,add_name_mapping,,,,,,,
Metoprolol succinat,1,C07AB02,Metoprolol,,,,11953,98418-47-4,Metoprololsuccinat (Ph.Eur.),BfArM BEZVO ASK #11953,add_name_mapping,,,,,,,
Metoprolol tartrat,1,C07AB02,Metoprolol,,,,11849,56392-17-7,Metoprololtartrat (Ph.Eur.),BfArM BEZVO ASK #11849,add_name_mapping,,,,,,,
Miconazol nitrat,1,D01AC20,Imidazole/Triazole in Kombination mit Corticosteroiden,,,,9653,22832-87-7,Miconazolnitrat,BfArM BEZVO ASK #09653,add_name_mapping,,,,,,,
Miconazol nitrat,1,D01AC52,"Miconazol, Kombinationen",,,,9653,22832-87-7,Miconazolnitrat,BfArM BEZVO ASK #09653,add_name_mapping,,,,,,,
Milnacipran hydrochlorid,1,N06AX17,Milnacipran,,,,26504,101152-94-7,Milnacipranhydrochlorid,BfArM BEZVO ASK #26504,add_name_mapping,,,,,,,
Mivacurium-Kation,1,M03AC10,Mivacuriumchlorid,,,,36141,133814-19-4,Mivacurium,BfArM BEZVO ASK #36141,add_name_mapping,,,,,,,
Mometason furoat,1,D07AC13,Mometason,,,,24367,83919-23-7,Mometasonfuroat (Ph.Eur.),BfArM BEZVO ASK #24367,add_name_mapping,,,,,,,
Mometason furoat,1,R01AD09,Mometason,,,,24367,83919-23-7,Mometasonfuroat (Ph.Eur.),BfArM BEZVO ASK #24367,add_name_mapping,,,,,,,
Mometason furoat,3,R03AL12,"Indacaterol, Glycopyrroniumbromid und Mometason",,,,24367,83919-23-7,Mometasonfuroat (Ph.Eur.),BfArM BEZVO ASK #24367,add_name_mapping,,,,,,,
Morphin hydrochlorid-3-Wasser,1,N02AA01,Morphin,,,,204,6055-06-7,Morphinhydrochlorid (Ph.Eur.),BfArM BEZVO ASK #00204,add_name_mapping,,,,,,,
Morphin sulfat,1,N02AA01,Morphin,,,,7651,6211-15-0,"Morphinhemisulfat-2,5-Hydrat",BfArM BEZVO ASK #07651,add_name_mapping,,,,,,,
Mycophenolat mofetil,1,L04AA06,Mycophenolsaeure,,,,26196,128794-94-5,Mycophenolatmofetil (Ph.Eur.),BfArM BEZVO ASK #26196,add_name_mapping,,,,,,,
Nalbuphin hydrochlorid,1,N02AF02,Nalbufin,,,,18999,23277-43-2,Nalbuphinhydrochlorid,BfArM BEZVO ASK #18999,add_name_mapping,,,,,,,
Naloxon hydrochlorid,2,N02AA55,Oxycodon und Naloxon,,,,12393,357-08-4,Naloxonhydrochlorid,BfArM BEZVO ASK #12393,add_name_mapping,,,,,,,
Naloxon hydrochlorid,2,N02AX51,Tilidin und Naloxon,,,,12393,357-08-4,Naloxonhydrochlorid,BfArM BEZVO ASK #12393,add_name_mapping,,,,,,,
Naloxon hydrochlorid,1,V03AB15,Naloxon,,,,12393,357-08-4,Naloxonhydrochlorid,BfArM BEZVO ASK #12393,add_name_mapping,,,,,,,
Natrium citrat,1,A06AG11,"Natriumlaurylsulfoacetat, inkl. Kombinationen",,,,212,6132-04-3,Natriumcitrat (Ph.Eur.),BfArM BEZVO ASK #00212,dirty_ingredient_text,Exact form identified from medication context; DWH text alone does not distinguish the citrate form.,ambiguous_substance_form,,,,,
Natrium citrat,2,G04BC01,Kalium-Natrium-Hydrogencitrat,,,,12705,68-04-2,Natriumcitrat,BfArM BEZVO ASK #12705,dirty_ingredient_text,Exact form identified from medication context; DWH text alone does not distinguish the citrate form.,ambiguous_substance_form,,,,,
Natrium picosulfat,1,A06AB08,Natriumpicosulfat,,,,5974,10040-45-6,Natriumpicosulfat,BfArM BEZVO ASK #05974,add_name_mapping,,,,,,,
Natrium picosulfat-1-Wasser,1,A06AB08,Natriumpicosulfat,,,,6240,1307301-38-7,Natriumpicosulfat (Ph.Eur.),BfArM BEZVO ASK #06240,add_name_mapping,,,,,,,
Natrium-Zirconium(IV)-cyclosilicat,1,V03AE10,Natrium-Zirconiumcyclosilicat,,,,43087,242800-27-7,Natriumzirconiumhydrogencyclohexasilicat-Hydrat (3:2:1:1:x),BfArM BEZVO ASK #43087,add_name_mapping,,,,,,,
Natriumcitrat-2-Wasser,1,V07AC,,,,,212,6132-04-3,Natriumcitrat (Ph.Eur.),BfArM BEZVO ASK #00212,add_name_mapping,,,,,,,
Natriumsalz,3,A06AG11,"Natriumlaurylsulfoacetat, inkl. Kombinationen",,,,,,,,wrong_split_dwh,"Fragment split from Dodecyl(sulfoacetat), Natriumsalz; not a separate ingredient.",,,,,,
Natriumsulfat-10-Wasser,1,A06AD13,Natriumsulfat,,,,12721,7727-73-3,Natriumsulfat-Decahydrat,BfArM BEZVO ASK #12721,add_name_mapping,,,,,,,
Neomycin sulfat,2,S01CA55,"Dexamethason, Neomycin und Polymyxin B",,,,1097,1405-10-3,Neomycinsulfat,BfArM BEZVO ASK #01097,add_name_mapping,,,,,,,
Neomycin sulfat,3,S03AA23,"Polymyxin B, Neomycin und Gramicidin",,,,1097,1405-10-3,Neomycinsulfat,BfArM BEZVO ASK #01097,add_name_mapping,,,,,,,
Neostigmin metilsulfat,1,N07AA01,Neostigmin,,,,113,51-60-5,Neostigminmetilsulfat,BfArM BEZVO ASK #00113,add_name_mapping,,,,,,,
Nitroprussidnatrium-2-Wasser,1,C02DD01,Nitroprussid,,,,11544,13755-38-9,Nitroprussidnatrium (Ph.Eur.),BfArM BEZVO ASK #11544,add_name_mapping,,,,,,,
Obidoxim chlorid,1,V03AB13,Obidoxim,,,,7083,114-90-9,Obidoximchlorid,BfArM BEZVO ASK #07083,add_name_mapping,,,,,,,
Octenidin dihydrochlorid,1,D08AJ57,"Octenidin, Kombinationen",,,,23152,70775-75-6,Octenidindihydrochlorid,BfArM BEZVO ASK #23152,add_name_mapping,,,,,,,
Olmesartan medoxomil,1,C09CA08,Olmesartanmedoxomil,,,,27955,144689-63-4,Olmesartanmedoxomil,BfArM BEZVO ASK #27955,add_name_mapping,,,,,,,
Olmesartan medoxomil,1,C09DB02,Olmesartanmedoxomil und Amlodipin,,,,27955,144689-63-4,Olmesartanmedoxomil,BfArM BEZVO ASK #27955,add_name_mapping,,,,,,,
Ophthalmologische Spüllösungen,1,V07AB04,Ophthalmologische Spuelloesungen,,,,,,,,not_mappable_general_category,General category for ophthalmic irrigation solutions; no single substance CAS applies.,,,,,,
Opipramol dihydrochlorid,1,N06AA05,Opipramol,,,,7764,909-39-7,Opipramoldihydrochlorid,BfArM BEZVO ASK #07764,add_name_mapping,,,,,,,
"Opiumtinktur, eingestellt",1,A07DA02,Opium,,,,239,,Eingestellte Opiumtinktur,BfArM BEZVO ASK #00239,not_mappable_general_category,Standardized multicomponent opium tincture; no single CAS applies.,,,,,,
Ornithin aspartat,1,A05BA17,Ornithinaspartat,,,,1890,3230-94-2,Ornithinaspartat,BfArM BEZVO ASK #01890,add_name_mapping,,,,,,,
Oxybuprocain hydrochlorid,1,S01HA02,Oxybuprocain,,,,5370,5987-82-6,Oxybuprocainhydrochlorid,BfArM BEZVO ASK #05370,add_name_mapping,,,,,,,
Oxybuprocain hydrochlorid,1,S01JA51,"Fluorescein, Kombinationen",,,,5370,5987-82-6,Oxybuprocainhydrochlorid,BfArM BEZVO ASK #05370,add_name_mapping,,,,,,,
Oxybutynin hydrochlorid,1,G04BD04,Oxybutynin,,,,22831,1508-65-2,Oxybutyninhydrochlorid,BfArM BEZVO ASK #22831,add_name_mapping,,,,,,,
Oxycodon hydrochlorid,1,N02AA05,Oxycodon,,,,41951,124-90-3,Oxycodonhydrochlorid,BfArM BEZVO ASK #41951,add_name_mapping,,,,,,,
Oxycodon hydrochlorid,1,N02AA55,Oxycodon und Naloxon,,,,41951,124-90-3,Oxycodonhydrochlorid,BfArM BEZVO ASK #41951,add_name_mapping,,,,,,,
Oxymetazolin hydrochlorid,1,R01AA05,Oxymetazolin,,,,4875,2315-02-8,Oxymetazolinhydrochlorid,BfArM BEZVO ASK #04875,add_name_mapping,,,,,,,
Oxytetracyclin hydrochlorid,1,S01AA04,Oxytetracyclin,,,,2917,2058-46-0,Oxytetracyclinhydrochlorid,BfArM BEZVO ASK #02917,add_name_mapping,,,,,,,
Oxytetracyclin hydrochlorid,1,S01CA53,Prednisolon und Oxytetracyclin,,,,2917,2058-46-0,Oxytetracyclinhydrochlorid,BfArM BEZVO ASK #02917,add_name_mapping,,,,,,,
Pancuronium bromid,1,M03AC01,Pancuronium,,,,5222,15500-66-0,Pancuroniumbromid,BfArM BEZVO ASK #05222,add_name_mapping,,,,,,,
"Paraffin, dickflüssiges",1,A06AA01,Dickfluessiges Paraffin,,Dickflüssiges Paraffin,242,242,8042-47-5,Dickflüssiges Paraffin,BfArM BEZVO ASK #00242; PubChem,add_missing_cas_code,,,,,,,
"Paraffin, dünnflüssiges",1,X99XF01,,,Dünnflüssiges Paraffin,243,243,8042-47-5,Dünnflüssiges Paraffin,BfArM BEZVO ASK #00243; PubChem,add_missing_cas_code,,,,,,,
Passionsblumen-Trockenextrakt,3,N05CP30,Kombinationen,,,,1857,,Passionsblumenkrauttrockenextrakt ' ((Ethanol/Ethanol-Wasser)),BfArM BEZVO ASK #01857,add_name_mapping,Product contains ethanol-extracted passionflower dry extract; no preparation-specific CAS confirmed.,,,,,,
"Patentblau V, Natriumsalz",1,V04CX09,Patentblau V,,,,34186,20262-76-4,Patentblau-Ⅴ-Natriumsalz,BfArM BEZVO ASK #34186,add_name_mapping,,,,,,,
Pentaerythrityltetranitrat,1,C01DA05,Pentaerythrityltetranitrat,,,,1848,78-11-5,Pentaerithrityltetranitrat,BfArM BEZVO ASK #01848,add_name_mapping,,,,,,,
Pentamidin diisetionat,1,P01CX01,Pentamidindiisetionat,,,,13721,140-64-7,Pentamidindiisetionat,BfArM BEZVO ASK #13721,add_name_mapping,,,,,,,
"Pentetsäure, Calcium-Trinatriumsalz",1,V03AB47,Pentetsaeure,,,,3859,12111-24-9,Calcium-trinatrium-pentetat ((gegebenenfalls mit Angaben zum Wassergehalt)),BfArM BEZVO ASK #03859,add_name_mapping,,,,,,,
Permethrin,1,P03AC04,Permethrin,,,,20807,52645-53-1,"Permethrin ((mit Angaben zum cis:trans-Verhältnis [rac-(1R,3R):rac-(1R,3S)-Verhältnis]))",BfArM BEZVO ASK #20807,add_name_mapping,,,,,,,
Pertussis-Toxoid,2,J07AJ52,"Pertussis, gereinigtes Antigen, Kombinationen mit Toxoiden",,,,,,,,not_mappable_general_category,Biological toxoid antigen with no suitable BEZVO entry or ingredient-specific CAS.,,,,,,
Pethidin hydrochlorid,1,N02AB02,Pethidin,,,,200,50-13-5,Pethidinhydrochlorid,BfArM BEZVO ASK #00200,add_name_mapping,,,,,,,
Phenoxyethanol,2,D08AJ57,"Octenidin, Kombinationen",,,,3239,122-99-6,Phenoxyethanol (Ph.Eur.),BfArM BEZVO ASK #03239,add_name_mapping,,,,,,,
Phenylephrin hydrochlorid,1,S01FB01,Phenylephrin,,,,1685,61-76-7,Phenylephrinhydrochlorid,BfArM BEZVO ASK #01685,add_name_mapping,,,,,,,
Phosphat-Ion,1,B05XA14,Dinatrium-1-glycerophosphat,,,,5011,14265-44-2,Phosphat,BfArM BEZVO ASK #05011,add_name_mapping,,,,,,,
Physostigmin salicylat,1,V03AB19,Physostigmin,,,,262,57-64-7,Physostigminsalicylat (Ph.Eur.),BfArM BEZVO ASK #00262,add_name_mapping,,,,,,,
Pilocarpin hydrochlorid,1,S01EB01,Pilocarpin,,,,263,54-71-7,Pilocarpinhydrochlorid,BfArM BEZVO ASK #00263,add_name_mapping,,,,,,,
Pivmecillinam hydrochlorid,1,J01CA08,Pivmecillinam,,,,21902,32887-03-9,Pivmecillinamhydrochlorid,BfArM BEZVO ASK #21902,add_name_mapping,,,,,,,
Placebo,1,V03AX10,Placebo,,,,,,,,not_mappable_general_category,Placebo formulation is unspecified and has no single CAS.,,,,,,
Plasmaprotein (human),1,B05AA01,Albumin,,,,10679,871903-86-5,Plasmaproteine vom Menschen,BfArM BEZVO ASK #10679,add_name_mapping,,,,,,,
"Pneumokokken-Polysaccharid-CRM-Konjugat-Impfstoff, 13-valent",1,J07AL02,"Pneumokokken, gereinigtes Polysaccharid-Antigen, konjugiert",,,,,,,,not_mappable_general_category,Multivalent vaccine comprising 13 distinct CRM197-conjugated serotype antigens.,,,,,,
"Pneumokokken-Polysaccharid-CRM-Konjugat-Impfstoff, 15-valent",1,J07AL02,"Pneumokokken, gereinigtes Polysaccharid-Antigen, konjugiert",,,,,,,,not_mappable_general_category,Multivalent vaccine comprising 15 distinct CRM197-conjugated serotype antigens.,,,,,,
"Pneumokokken-Polysaccharid-CRM-Konjugat-Impfstoff, 20-valent",1,J07AL02,"Pneumokokken, gereinigtes Polysaccharid-Antigen, konjugiert",,,,,,,,not_mappable_general_category,Multivalent vaccine comprising 20 distinct CRM197-conjugated serotype antigens.,,,,,,
"Pneumokokken-Polysaccharid-Impfstoff, 23-valent",1,J07AL01,"Pneumokokken, gereinigtes Polysaccharid-Antigen",,,,,,,,not_mappable_general_category,Multivalent vaccine comprising 23 distinct pneumococcal polysaccharide antigens.,,,,,,
"Poly(styrol-co-divinylbenzol)sulfonsäure (92:8), Calciumsalz",1,V03AE01,Polystyrolsulfonat,,,,52176,,Poly(styrol-co-divinylbenzol)sulfonsäure-(92:8)-Calciumsalz,BfArM BEZVO ASK #52176,add_name_mapping,Specific 92:8 cross-linked calcium resin matched; no corresponding CAS confirmed.,,,,,,
"Poly(styrol-co-divinylbenzol)sulfonsäure (92:8), Natriumsalz",1,V03AE01,Polystyrolsulfonat,,,,8540,63182-08-1,Poly(styrol-co-divinylbenzol)sulfonsäure-(x:y)-Natriumsalz,BfArM BEZVO ASK #08540,add_name_mapping,,,,,,,
Polymyxin-B-sulfat,3,S01CA55,"Dexamethason, Neomycin und Polymyxin B",,,,1725,1405-20-5,Polymyxin-B-sulfat,BfArM BEZVO ASK #01725,check_mapping_or_join,Exact DWH name already exists with the correct ASK and CAS.,,,,,,
Polymyxin-B-sulfat,1,S03AA23,"Polymyxin B, Neomycin und Gramicidin",,,,1725,1405-20-5,Polymyxin-B-sulfat,BfArM BEZVO ASK #01725,check_mapping_or_join,,,,,,,
Prednisolon 21-hydrogensuccinat,1,H02AB06,Prednisolon,,,,2775,2920-86-7,Prednisolon-21-hydrogensuccinat,BfArM BEZVO ASK #02775,check_mapping_or_join,,,,,,,
"Prednisolon 21-hydrogensuccinat, Natriumsalz",1,H02AB06,Prednisolon,,,,2806,1715-33-9,Natrium(prednisolon-21-succinat),BfArM BEZVO ASK #02806,add_name_mapping,,,,,,,
Prednisolon acetat,1,S01BA04,Prednisolon,,,,1270,52-21-1,Prednisolonacetat,BfArM BEZVO ASK #01270,add_name_mapping,,,,,,,
Prilocain hydrochlorid,1,N01BB04,Prilocain,,,,7720,1786-81-8,Prilocainhydrochlorid,BfArM BEZVO ASK #07720,add_name_mapping,,,,,,,
Prilocain hydrochlorid,1,N01BB54,"Prilocain, Kombinationen",,,,7720,1786-81-8,Prilocainhydrochlorid,BfArM BEZVO ASK #07720,add_name_mapping,,,,,,,
Procain hydrochlorid,2,S02DA55,"Procain, Kombinationen",,,,271,51-05-8,Procainhydrochlorid,BfArM BEZVO ASK #00271,add_name_mapping,,,,,,,
Proguanil hydrochlorid,2,P01BB51,Proguanil und Atovaquon,,,,17129,637-32-1,Proguanilhydrochlorid,BfArM BEZVO ASK #17129,add_name_mapping,,,,,,,
Promethazin hydrochlorid,1,N05CM22,Promethazin,,,,3720,58-33-3,Promethazinhydrochlorid,BfArM BEZVO ASK #03720,add_name_mapping,,,,,,,
Promethazin hydrochlorid,1,R06AD02,Promethazin,,,,3720,58-33-3,Promethazinhydrochlorid,BfArM BEZVO ASK #03720,add_name_mapping,,,,,,,
Propiverin hydrochlorid,1,G04BD06,Propiverin,,,,23144,54556-98-8,Propiverinhydrochlorid,BfArM BEZVO ASK #23144,add_name_mapping,,,,,,,
Propranolol hydrochlorid,1,C07AA05,Propranolol,,,,7597,318-98-9,Propranololhydrochlorid,BfArM BEZVO ASK #07597,add_name_mapping,,,,,,,
Protamin sulfat,1,V03AB14,Protamin,,,,1151,9009-65-8,Protaminsulfat ((mit Angaben zur Herstellung und zum Schwefelsäure-Gehalt)),BfArM BEZVO ASK #01151,add_name_mapping,,,,,,,
Protein C (human),1,B01AD12,Protein C,,,,10669,,Protein C,BfArM BEZVO ASK #10669,add_name_mapping,Human plasma-derived Protein C matched; no unambiguous CAS confirmed.,,,,,,
Proxymetacain hydrochlorid,1,S01HA04,Proxymetacain,,,,5881,5875-06-9,Proxymetacainhydrochlorid,BfArM BEZVO ASK #05881,add_name_mapping,,,,,,,
Pseudoephedrin hydrochlorid,2,R01BA60,Pseudoephedrin und Cetirizin,,,,9585,345-78-8,Pseudoephedrinhydrochlorid,BfArM BEZVO ASK #09585,add_name_mapping,,,,,,,
Pyridostigmin bromid,1,N07AA02,Pyridostigmin,,,,701,101-26-8,Pyridostigminbromid,BfArM BEZVO ASK #00701,add_name_mapping,,,,,,,
Pyridoxin hydrochlorid,1,A11HA02,Pyridoxin (Vitamin B6),,,,275,58-56-0,Pyridoxinhydrochlorid,BfArM BEZVO ASK #00275,add_name_mapping,,,,,,,
Pyridoxin hydrochlorid,2,J04AC51,"Isoniazid, Kombinationen",,,,275,58-56-0,Pyridoxinhydrochlorid,BfArM BEZVO ASK #00275,add_name_mapping,,,,,,,
Pyridoxin hydrochlorid,2,N07XB52,"Thiamin, Kombinationen",,,,275,58-56-0,Pyridoxinhydrochlorid,BfArM BEZVO ASK #00275,add_name_mapping,,,,,,,
Reproterol hydrochlorid,1,R03CC14,Reproterol,,,,12122,13055-82-8,Reproterolhydrochlorid,BfArM BEZVO ASK #12122,add_name_mapping,,,,,,,
Retinol palmitat,1,A11CA01,Retinol (Vitamin A),,,,832,79-81-2,Retinolpalmitat,BfArM BEZVO ASK #00832,add_name_mapping,,,,,,,
Retinol palmitat,1,R01AX30,Kombinationen,,,,832,79-81-2,Retinolpalmitat,BfArM BEZVO ASK #00832,add_name_mapping,,,,,,,
Retinol palmitat,1,X99XK01,,,,,832,79-81-2,Retinolpalmitat,BfArM BEZVO ASK #00832,add_name_mapping,,,,,,,
Rocuronium bromid,1,M03AC09,Rocuroniumbromid,,,,25794,119302-91-9,Rocuroniumbromid,BfArM BEZVO ASK #25794,add_name_mapping,,,,,,,
Ropivacain hydrochlorid,1,N01BB09,Ropivacain,,,,33612,98717-15-8,Ropivacainhydrochlorid,BfArM BEZVO ASK #33612,add_name_mapping,,,,,,,
"Rosmarinblätter-Extrakt, Liebstöckelwurzel-Extrakt und Tausendgüldenkraut-Extrakt",1,G04BP50,"Andere pflanzliche Urologika, Kombinationen",,,,,,,,wrong_split_dwh,Three distinct herbal extracts are merged into one ingredient field.,,,,,,
"Saccharomyces boulardii, Trockenhefe",1,A07FA02,Saccharomyces boulardii,,,,1480,68876-77-7,Trockenhefe aus Saccharomyces cerevisiae,PubChem SID 505880243,add_missing_cas_code,,,,,,,
Salbeiblätter-Fluidextrakt,2,A01AE51,"Lidocain, Kombinationen",,,,,84082-79-1,Salbeiblätter-Fluidextrakt,PubChem SID 482021594,add_new_substance,General CAS for Salvia officinalis leaf extract; fluid-extract preparation is unspecified.,,,,,,
Selen(IV)-Ion,1,A12CE02,Natriumselenit,,,,43772,22541-55-5,Selen(Ⅳ)-Ion,BfArM BEZVO ASK #43772,add_name_mapping,,,,,,,
Sennesblätter,1,A06AB06,Sennoside,,,,,,,,not_mappable_general_category,"Senna leaves are specified, but only individual sennosides are available in BEZVO.",,,,,,
Sevelamer carbonat,1,V03AE02,Sevelamer,,,,34815,845273-93-0,Sevelamercarbonat,BfArM BEZVO ASK #34815,add_name_mapping,,,,,,,
Solifenacin succinat,1,G04BD08,Solifenacin,,,,25892,242478-38-2,Solifenacinsuccinat,BfArM BEZVO ASK #25892,add_name_mapping,,,,,,,
Sotalol hydrochlorid,1,C07AA07,Sotalol,,,,11569,959-24-0,Sotalolhydrochlorid,BfArM BEZVO ASK #11569,add_name_mapping,,,,,,,
Surfactant vom Schwein,1,R07AA04,Natuerliche Phospholipide aus Schweinelunge,,,,,129069-19-8,Poractant alfa,PubChem; EMA,add_new_substance,120 mg/1.5 ml product strength identifies poractant alfa.,,,,,,
Suxamethonium chlorid,1,M03AB01,Suxamethonium,,,,523,6101-15-1,Suxamethoniumchlorid (Ph.Eur.),BfArM BEZVO ASK #00523,add_name_mapping,,,,,,,
Tamsulosin hydrochlorid,1,G04CA02,Tamsulosin,,,,23010,106463-17-6,Tamsulosinhydrochlorid,BfArM BEZVO ASK #23010,add_name_mapping,,,,,,,
Tamsulosin hydrochlorid,2,G04CA52,Tamsulosin und Dutasterid,,,,23010,106463-17-6,Tamsulosinhydrochlorid,BfArM BEZVO ASK #23010,add_name_mapping,,,,,,,
Tenofovir disoproxil,1,J05AF07,Tenofovirdisoproxil,,,,30971,201341-05-1,Tenofovirdisoproxil,BfArM BEZVO ASK #30971,add_name_mapping,,,,,,,
Tenofovir disoproxil,2,J05AR03,Tenofovirdisoproxil und Emtricitabin,,,,30971,201341-05-1,Tenofovirdisoproxil,BfArM BEZVO ASK #30971,add_name_mapping,,,,,,,
Terbutalin hemisulfat,1,R03CC03,Terbutalin,,,,5727,23031-32-5,Terbutalinsulfat (Ph.Eur.),BfArM BEZVO ASK #05727,add_name_mapping,,,,,,,
Terlipressin diacetat-5-Wasser,1,H01BA04,Terlipressin,,,,34476,,Terlipressindiacetat-Pentahydrat,BfArM BEZVO ASK #34476,add_name_mapping,,,,,,,
Testosteron undecanoat,1,G03BA03,Testosteron,,,,12858,5949-44-0,Testosteronundecanoat,BfArM BEZVO ASK #12858,add_name_mapping,,,,,,,
Tetanus-Adsorbat-Impfstoff,3,J07AJ52,"Pertussis, gereinigtes Antigen, Kombinationen mit Toxoiden",,,,30976,,"Clostridium tetani, Toxoid",BfArM BEZVO ASK #30976,dirty_ingredient_text,"Adsorbed vaccine preparation; no reliable specific CAS for tetanus toxoid was confirmed in BEZVO, PubChem, or NLM.",formulation_label_instead_of_substance,,,,,
Tetanus-Adsorbat-Impfstoff,2,J07AM51,"Tetanus-Toxoid, Kombinationen mit Diphtherie-Toxoid",,,,30976,,"Clostridium tetani, Toxoid",BfArM BEZVO ASK #30976,dirty_ingredient_text,"Adsorbed vaccine preparation; no reliable specific CAS for tetanus toxoid was confirmed in BEZVO, PubChem, or NLM.",formulation_label_instead_of_substance,,,,,
Tetanus-Immunglobulin vom Menschen,1,J06BB02,Tetanus-Immunglobulin,,,,35195,,Immunglobuline gegen Tetanustoxin,BfArM BEZVO ASK #35195,add_name_mapping,Human tetanus immunoglobulin has no assigned CAS.,,,,,,
Tetryzolin hydrochlorid,1,S01GA02,Tetryzolin,,,,5159,522-48-5,Tetryzolinhydrochlorid,BfArM BEZVO ASK #05159,add_name_mapping,,,,,,,
Theodrenalin hydrochlorid,2,C01CA30,Kombinationen,,,,5831,2572-61-4,Theodrenalinhydrochlorid,BfArM BEZVO ASK #05831,add_name_mapping,,,,,,,
Thiamin hydrochlorid,1,A11DA01,Thiamin (Vitamin B1),,,,30,67-03-8,Thiaminchloridhydrochlorid,BfArM BEZVO ASK #00030,add_name_mapping,,,,,,,
Thiamin hydrochlorid,1,N07XB52,"Thiamin, Kombinationen",,,,30,67-03-8,Thiaminchloridhydrochlorid,BfArM BEZVO ASK #00030,add_name_mapping,,,,,,,
Thrombin (human),2,B02BC51,"Blutgerinnungsfaktoren, Kombinationen",,,,27195,9002-04-4,Thrombin,BfArM BEZVO ASK #27195,add_name_mapping,,,,,,,
Tilidin hydrochlorid,1,N02AX51,Tilidin und Naloxon,,,,35727,27107-79-5,Tilidinhydrochlorid,BfArM BEZVO ASK #35727,add_name_mapping,,,,,,,
Tinzaparin natrium,1,B01AB10,Tinzaparin,,Tinzaparin-Natrium,26757,26757,9041-08-1,Tinzaparin-Natrium,BfArM BEZVO ASK #26757,add_missing_cas_code,CAS listed as alternative CAS in BEZVO.,,,,,,
Tiotropium-Kation,1,R03AL06,Olodaterol und Tiotropiumbromid,,,,36753,186691-13-4,Tiotropium,BfArM BEZVO ASK #36753,check_mapping_or_join,Exact DWH name already exists for the tiotropium cation.,,,,,,
Tiotropium-Kation,1,R03BB04,Tiotropiumbromid,,,,36753,186691-13-4,Tiotropium,BfArM BEZVO ASK #36753,check_mapping_or_join,,,,,,,
Tollwut-Immunglobulin vom Menschen,1,J06BB05,Tollwut-Immunglobulin,,,,,,,,not_mappable_general_category,Human rabies immunoglobulin has no suitable BEZVO entry or confirmed CAS.,,,,,,
Tolperison hydrochlorid,1,M03BX04,Tolperison,,,,12375,3644-61-9,Tolperisonhydrochlorid,BfArM BEZVO ASK #12375,add_name_mapping,,,,,,,
Tramadol hydrochlorid,1,N02AX02,Tramadol,,,,8720,36282-47-0,Tramadolhydrochlorid,BfArM BEZVO ASK #08720,add_name_mapping,,,,,,,
Trazodon hydrochlorid,1,N06AX05,Trazodon,,,,18677,25332-39-2,Trazodonhydrochlorid,BfArM BEZVO ASK #18677,add_name_mapping,,,,,,,
Triacylglycerollipase,1,A09AA02,"Multienzyme (Lipase, Protease etc.)",,,,4955,9001-62-1,Triacylglycerol-Lipase,PubChem CID 135534490,add_missing_cas_code,,,,,,,
Triamcinolon acetonid,1,H02AB58,Triamcinolon-Depot,,,,1036,76-25-5,Triamcinolonacetonid,BfArM BEZVO ASK #01036,add_name_mapping,,,,,,,
Trospium chlorid,1,G04BD09,Trospium,,,,7051,10405-02-4,Trospiumchlorid,BfArM BEZVO ASK #07051,add_name_mapping,,,,,,,
Umeclidinium-Kation,1,R03AL03,Vilanterol und Umeclidiniumbromid,,,,36621,869185-19-3,Umeclidinium,BfArM BEZVO ASK #36621,add_name_mapping,,,,,,,
Umeclidinium-Kation,2,R03AL08,"Vilanterol, Umeclidiniumbromid und Fluticasonfuroat",,,,36621,869185-19-3,Umeclidinium,BfArM BEZVO ASK #36621,add_name_mapping,,,,,,,
Valproat natrium,1,N03AG01,Valproinsaeure,,,,8342,1069-66-5,Natriumvalproat,BfArM BEZVO ASK #08342,add_name_mapping,,,,,,,
Vancomycin-Standard,1,J01XA01,Vancomycin,,,,,,,,dirty_ingredient_text,DWH term does not specify a reliable chemical form.,qualifier_appended,,,,,
Varizellen-Immunglobulin vom Menschen,1,J06BB03,Varicella/Zoster-Immunglobulin,,,,,,,,not_mappable_general_category,Human varicella-zoster immunoglobulin has no suitable BEZVO entry; external CAS identifiers are inconsistent.,,,,,,
"Vaselin, weißes",1,X99XB01,,,,,334,8009-03-8,Weißes Vaselin,BfArM BEZVO ASK #00334,add_missing_cas_code,CAS listed as alternative CAS in BEZVO.,,,,,,
Verapamil hydrochlorid,1,C08DA01,Verapamil,,,,5771,152-11-4,Verapamilhydrochlorid,BfArM BEZVO ASK #05771,add_name_mapping,,,,,,,
Von Willebrand-Faktor,1,B02BD06,Von Willebrand-Faktor und Blutgerinnungsfaktor VIII in Kombination,,,,21440,109319-16-6,Von Willebrand-Faktor,NCATS Inxight Drugs,add_missing_cas_code,,,,,,,
